Caller,Callee,Call Type,Radare2,Ghidra,Angr_Fast,Angr_Emul,GCC
bfd_gnu_truncate_arname,imp.memcpy,Mixed-Level,Y,N,N,N,N
bfd_gnu_truncate_arname,imp.strlen,Mixed-Level,Y,N,N,N,N
bfd_gnu_truncate_arname,lbasename,Mixed-Level,Y,N,N,N,N
bfd_handle_already_linked,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_handle_already_linked,bfd_malloc_and_get_section,Mixed-Level,Y,N,N,N,N
bfd_hash_set_default_size,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_hide_sym_by_version,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_i386_compatible,bfd_default_compatible,Mixed-Level,Y,N,N,N,N
bfd_init,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_init_section_compress_status,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_init_section_compress_status,bfd_compress_section_contents,Mixed-Level,Y,N,N,N,N
bfd_init_section_compress_status,bfd_get_section_contents,Mixed-Level,Y,N,N,N,N
bfd_init_section_compress_status,bfd_section_size_insane,Mixed-Level,Y,N,N,N,N
bfd_init_section_decompress_status,bfd_check_compression_header,Mixed-Level,Y,N,N,N,N
bfd_init_section_decompress_status,bfd_get_compression_header_size,Mixed-Level,Y,N,N,N,N
bfd_init_section_decompress_status,bfd_get_section_contents,Mixed-Level,Y,N,N,N,N
bfd_install_relocation,apply_reloc,Mixed-Level,Y,N,N,N,N
bfd_install_relocation,bfd_check_overflow,Mixed-Level,Y,N,N,N,N
bfd_install_relocation,bfd_octets_per_byte,Mixed-Level,Y,N,N,N,N
bfd_install_relocation,imp.strcmp,Mixed-Level,Y,N,N,N,N
bfd_is_section_compressed,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_is_section_compressed_info,bfd_getb64,Mixed-Level,Y,N,N,N,N
bfd_is_section_compressed_info,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_is_section_compressed_info,imp.strcmp,Mixed-Level,Y,N,N,N,N
bfd_link_hash_newfunc,bfd_hash_allocate,Mixed-Level,Y,N,N,N,N
bfd_link_hash_newfunc,bfd_hash_newfunc,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_alloc,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_hash_allocate,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_hash_lookup,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_hash_table_init,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_realloc_or_free,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_stringtab_add,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_stringtab_init,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,bfd_stringtab_size,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,elf_phdr,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,imp.memcmp,Mixed-Level,Y,N,N,N,N
bfd_link_section_stabs,imp.memset,Mixed-Level,Y,N,N,N,N
bfd_look_for_bfd_in_cache,htab_find,Mixed-Level,Y,N,N,N,N
bfd_look_for_bfd_in_cache,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_make_readable,0x118,Mixed-Level,Y,N,N,N,N
bfd_make_readable,0x120,Mixed-Level,Y,N,N,N,N
bfd_make_readable,0xf8,Mixed-Level,Y,N,N,N,N
bfd_make_section_anyway_with_flags,bfd_hash_lookup,Mixed-Level,Y,N,N,N,N
bfd_make_section_anyway_with_flags,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_make_section_old_way,bfd_hash_lookup,Mixed-Level,Y,N,N,N,N
bfd_make_section_old_way,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_make_section_old_way,imp.strcmp,Mixed-Level,Y,N,N,N,N
bfd_make_section_with_flags,bfd_hash_lookup,Mixed-Level,Y,N,N,N,N
bfd_make_section_with_flags,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_make_section_with_flags,imp.strcmp,Mixed-Level,Y,N,N,N,N
bfd_malloc_and_get_section,bfd_abort,Mixed-Level,Y,N,N,N,N
bfd_map_over_sections,bfd_abort,Mixed-Level,Y,N,Y,N,N
bfd_merge_sections,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_merge_sections,bfd_get_full_section_contents,Mixed-Level,Y,N,N,N,N
bfd_merge_sections_free,bfd_hash_table_free,Mixed-Level,Y,N,N,N,N
bfd_merged_section_offset,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_merged_section_offset,bfd_zmalloc,Mixed-Level,Y,N,N,N,N
bfd_merged_section_offset,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_mmap_temporary,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_new_bfd,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_new_bfd_contained_in,bfd_new_bfd,Mixed-Level,Y,N,N,N,N
bfd_new_bfd_contained_in,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_pe_bfd_copy_private_bfd_data_common,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_pe_bfd_copy_private_bfd_data_common,bfd_pei_swap_debugdir_in,Mixed-Level,Y,N,N,N,N
bfd_pe_bfd_copy_private_bfd_data_common,bfd_pei_swap_debugdir_out,Mixed-Level,Y,N,N,N,N
bfd_pe_bfd_copy_private_bfd_data_common,bfd_sections_find_if,Mixed-Level,Y,N,N,N,N
bfd_pe_bfd_copy_private_bfd_data_common,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_pe_bfd_copy_private_bfd_data_common,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_pe_bfd_copy_private_section_data,bfd_zalloc,Mixed-Level,Y,N,N,N,N
bfd_pe_only_swap_filehdr_out,0x98,Mixed-Level,Y,N,N,N,N
bfd_pe_only_swap_filehdr_out,0xb0,Mixed-Level,Y,N,N,N,N
bfd_pe_print_ce_compressed_pdata,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_pe_print_ce_compressed_pdata,0x1f0,Mixed-Level,Y,N,N,N,N
bfd_pe_print_ce_compressed_pdata,0x1f8,Mixed-Level,Y,N,N,N,N
bfd_pe_print_ce_compressed_pdata,bfd_get_section_by_name,Mixed-Level,Y,N,N,N,N
bfd_pe_print_ce_compressed_pdata,bfd_get_section_contents,Mixed-Level,Y,N,N,N,N
bfd_pe_print_ce_compressed_pdata,bfd_malloc_and_get_section,Mixed-Level,Y,N,N,N,N
bfd_pe_print_private_bfd_data_common,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_pe_print_private_bfd_data_common,0x58,Mixed-Level,Y,N,N,N,N
bfd_pe_print_private_bfd_data_common,bfd_get_section_by_name,Mixed-Level,Y,N,N,N,N
bfd_pe_print_private_bfd_data_common,bfd_get_section_contents,Mixed-Level,Y,N,N,N,N
bfd_pe_print_private_bfd_data_common,bfd_malloc_and_get_section,Mixed-Level,Y,N,N,N,N
bfd_pe_print_private_bfd_data_common,get_contents_sanity_check,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_get_arch,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_get_mach,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_link_hash_lookup,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_malloc,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_realloc,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_zalloc,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,elf_phdr,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,rsrc_count_directory,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,rsrc_parse_directory,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,rsrc_sort_entries,Mixed-Level,Y,N,N,N,N
bfd_pei_final_link_postscript,rsrc_write_directory,Mixed-Level,Y,N,N,N,N
bfd_pei_only_swap_filehdr_out,0x98,Mixed-Level,Y,N,N,N,N
bfd_pei_only_swap_filehdr_out,0xb0,Mixed-Level,Y,N,N,N,N
bfd_pei_slurp_codeview_record,bfd_getl16,Mixed-Level,Y,N,N,N,N
bfd_pei_slurp_codeview_record,bfd_getl32,Mixed-Level,Y,N,N,N,N
bfd_pei_slurp_codeview_record,bfd_putb16,Mixed-Level,Y,N,N,N,N
bfd_pei_slurp_codeview_record,bfd_putb32,Mixed-Level,Y,N,N,N,N
bfd_pei_slurp_codeview_record,bfd_read,Mixed-Level,Y,N,N,N,N
bfd_pei_slurp_codeview_record,bfd_seek,Mixed-Level,Y,N,N,N,N
bfd_pei_slurp_codeview_record,imp.__memset_chk,Mixed-Level,Y,N,N,N,N
bfd_pei_slurp_codeview_record,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_pei_slurp_codeview_record,xstrdup,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_aouthdr_out,add_data_entry,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_aux_in,0x88,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_aux_in,0xa0,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_aux_out,0x98,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_aux_out,0xb0,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_debugdir_in,0x88,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_debugdir_in,0xa0,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_debugdir_out,0x98,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_debugdir_out,0xb0,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_scnhdr_out,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_scnhdr_out,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_scnhdr_out,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_scnhdr_out,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_scnhdr_out,imp.strncmp,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_sym_in,0x88,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_sym_in,0xa0,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_sym_in,bfd_coff_internal_syment_name,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_sym_in,bfd_get_section_by_name,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_sym_in,bfd_make_section_anyway_with_flags,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_sym_out,0x98,Mixed-Level,Y,N,N,N,N
bfd_pei_swap_sym_out,0xb0,Mixed-Level,Y,N,N,N,N
bfd_pei_write_codeview_record,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_pei_write_codeview_record,0x98,Mixed-Level,Y,N,N,N,N
bfd_perform_relocation,apply_reloc,Mixed-Level,Y,N,N,N,N
bfd_perform_relocation,bfd_check_overflow,Mixed-Level,Y,N,N,N,N
bfd_perform_relocation,bfd_octets_per_byte,Mixed-Level,Y,N,N,N,N
bfd_pex64_bfd_copy_private_bfd_data_common,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_pex64_bfd_copy_private_bfd_data_common,bfd_pex64i_swap_debugdir_in,Mixed-Level,Y,N,N,N,N
bfd_pex64_bfd_copy_private_bfd_data_common,bfd_pex64i_swap_debugdir_out,Mixed-Level,Y,N,N,N,N
bfd_pex64_bfd_copy_private_bfd_data_common,bfd_sections_find_if,Mixed-Level,Y,N,N,N,N
bfd_pex64_bfd_copy_private_bfd_data_common,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_pex64_bfd_copy_private_bfd_data_common,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_pex64_bfd_copy_private_section_data,bfd_zalloc,Mixed-Level,Y,N,N,N,N
bfd_pex64_only_swap_filehdr_out,0x98,Mixed-Level,Y,N,N,N,N
bfd_pex64_only_swap_filehdr_out,0xb0,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_ce_compressed_pdata,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_ce_compressed_pdata,0x1f0,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_ce_compressed_pdata,0x1f8,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_ce_compressed_pdata,bfd_get_section_by_name,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_ce_compressed_pdata,bfd_get_section_contents,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_ce_compressed_pdata,bfd_malloc_and_get_section,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_private_bfd_data_common,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_private_bfd_data_common,0x58,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_private_bfd_data_common,bfd_get_section_by_name,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_private_bfd_data_common,bfd_get_section_contents,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_private_bfd_data_common,bfd_malloc_and_get_section,Mixed-Level,Y,N,N,N,N
bfd_pex64_print_private_bfd_data_common,get_contents_sanity_check,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_get_arch,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_get_mach,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_link_hash_lookup,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_malloc,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_realloc,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_zalloc,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,elf_phdr,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,imp.qsort,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,rsrc_count_directory,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,rsrc_parse_directory,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,rsrc_sort_entries,Mixed-Level,Y,N,N,N,N
bfd_pex64i_final_link_postscript,rsrc_write_directory,Mixed-Level,Y,N,N,N,N
bfd_pex64i_only_swap_filehdr_out,0x98,Mixed-Level,Y,N,N,N,N
bfd_pex64i_only_swap_filehdr_out,0xb0,Mixed-Level,Y,N,N,N,N
bfd_pex64i_slurp_codeview_record,bfd_getl16,Mixed-Level,Y,N,N,N,N
bfd_pex64i_slurp_codeview_record,bfd_getl32,Mixed-Level,Y,N,N,N,N
bfd_pex64i_slurp_codeview_record,bfd_putb16,Mixed-Level,Y,N,N,N,N
bfd_pex64i_slurp_codeview_record,bfd_putb32,Mixed-Level,Y,N,N,N,N
bfd_pex64i_slurp_codeview_record,bfd_read,Mixed-Level,Y,N,N,N,N
bfd_pex64i_slurp_codeview_record,bfd_seek,Mixed-Level,Y,N,N,N,N
bfd_pex64i_slurp_codeview_record,imp.__memset_chk,Mixed-Level,Y,N,N,N,N
bfd_pex64i_slurp_codeview_record,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_pex64i_slurp_codeview_record,xstrdup,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_aouthdr_out,add_data_entry,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_debugdir_in,0x88,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_debugdir_in,0xa0,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_debugdir_out,0x98,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_debugdir_out,0xb0,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_scnhdr_out,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_scnhdr_out,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_scnhdr_out,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_scnhdr_out,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_scnhdr_out,imp.strncmp,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_sym_in,bfd_alloc,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_sym_in,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_sym_in,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_sym_in,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_sym_in,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_sym_in,imp.memcpy,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_sym_in,imp.strlen,Mixed-Level,Y,N,N,N,N
bfd_pex64i_swap_sym_out,bfd_sections_find_if,Mixed-Level,Y,N,N,N,N
bfd_pex64i_write_codeview_record,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_pex64i_write_codeview_record,0x98,Mixed-Level,Y,N,N,N,N
bfd_plugin_bfd_copy_private_bfd_data,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_plugin_bfd_copy_private_section_data,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_plugin_bfd_copy_private_symbol_data,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_plugin_canonicalize_symtab,bfd_alloc,Mixed-Level,Y,N,N,N,N
bfd_plugin_canonicalize_symtab,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,bfd_alloc,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,bfd_check_format,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,bfd_close,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,bfd_errmsg,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,bfd_get_error,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,bfd_malloc,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,bfd_openr,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,xstrdup,Mixed-Level,Y,N,N,N,N
bfd_plugin_get_symtab_upper_bound,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_plugin_make_empty_symbol,bfd_zalloc,Mixed-Level,Y,N,N,N,N
bfd_plugin_object_p,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_plugin_sizeof_headers,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_realloc_or_free,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_relocate_contents,bfd_abort,Mixed-Level,Y,N,N,N,N
bfd_relocate_contents,read_reloc,Mixed-Level,Y,N,N,N,N
bfd_relocate_contents,write_reloc,Mixed-Level,Y,N,N,N,N
bfd_scan_arch,0x38,Mixed-Level,Y,N,N,N,N
bfd_section_from_shdr,bfd_alloc,Mixed-Level,Y,N,N,N,N
bfd_section_from_shdr,bfd_elf_parse_attributes,Mixed-Level,Y,N,N,N,N
bfd_section_from_shdr,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_section_from_shdr,bfd_get_arch,Mixed-Level,Y,N,N,N,N
bfd_section_from_shdr,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_section_hash_newfunc,bfd_hash_allocate,Mixed-Level,Y,N,N,N,N
bfd_section_hash_newfunc,bfd_hash_newfunc,Mixed-Level,Y,N,N,N,N
bfd_section_init,0x128,Mixed-Level,Y,N,N,N,N
bfd_section_list_clear,imp.memset,Mixed-Level,Y,N,N,N,N
bfd_section_list_clear,memset,Mixed-Level,N,N,Y,N,N
bfd_section_size_insane,bfd_get_file_size,Mixed-Level,Y,N,N,N,N
bfd_section_size_insane,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_seek,0x18,Mixed-Level,Y,N,N,N,N
bfd_seek,UnresolvableCallTarget,Mixed-Level,N,N,Y,N,N
bfd_set_default_target,find_target,Mixed-Level,Y,N,Y,N,N
bfd_set_default_target,imp.strcmp,Mixed-Level,Y,N,N,N,N
bfd_set_default_target,strcmp,Mixed-Level,N,N,Y,N,N
bfd_set_format,0xd8,Mixed-Level,Y,N,N,N,N
bfd_set_input_error,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_set_lto_type,bfd_get_section_contents,Mixed-Level,Y,N,Y,N,N
bfd_set_section_contents,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_set_section_contents,imp.memcpy,Mixed-Level,Y,N,N,N,N
bfd_simple_get_relocated_section_contents,bfd_generic_link_read_symbols,Mixed-Level,Y,N,N,N,N
bfd_simple_get_relocated_section_contents,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_simple_get_relocated_section_contents,imp.malloc,Mixed-Level,Y,N,N,N,N
bfd_slurp_armap,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_slurp_armap,0x1c0,Mixed-Level,Y,N,N,N,N
bfd_slurp_armap,bfd_archive_64_bit_slurp_armap,Mixed-Level,Y,N,N,N,N
bfd_slurp_extended_name_table,bfd_alloc,Mixed-Level,Y,N,N,N,N
bfd_slurp_extended_name_table,bfd_get_error,Mixed-Level,Y,N,N,N,N
bfd_slurp_extended_name_table,bfd_get_file_size,Mixed-Level,Y,N,N,N,N
bfd_slurp_extended_name_table,bfd_read,Mixed-Level,Y,N,N,N,N
bfd_slurp_extended_name_table,bfd_release,Mixed-Level,Y,N,N,N,N
bfd_slurp_extended_name_table,bfd_seek,Mixed-Level,Y,N,N,N,N
bfd_slurp_extended_name_table,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_slurp_extended_name_table,bfd_tell,Mixed-Level,Y,N,N,N,N
bfd_slurp_extended_name_table,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_sprintf_vma,bfd_arch_bits_per_address,Mixed-Level,Y,N,N,N,N
bfd_stab_cleanup,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,bfd_alloc,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,bfd_malloc,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,bfd_octets_per_byte,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,bfd_zalloc,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,elf_phdr,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,filename_cmp,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,filename_ncmp,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,imp.memcpy,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,imp.qsort,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,imp.strchr,Mixed-Level,Y,N,N,N,N
bfd_stab_section_find_nearest_line,imp.strlen,Mixed-Level,Y,N,N,N,N
bfd_stringtab_emit,0x50,Mixed-Level,Y,N,N,N,N
bfd_stringtab_emit,0x68,Mixed-Level,Y,N,N,N,N
bfd_stringtab_init,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_sym_from_r_symndx,bfd_elf_get_elf_syms,Mixed-Level,Y,N,N,N,N
bfd_sym_from_r_symndx,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_thread_cleanup,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_unlink_from_archive_parent,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_unlink_from_archive_parent,htab_clear_slot,Mixed-Level,Y,N,N,N,N
bfd_unlink_from_archive_parent,htab_find_slot,Mixed-Level,Y,N,N,N,N
bfd_unlink_from_archive_parent,imp.__stack_chk_fail,Mixed-Level,Y,N,N,N,N
bfd_unrecognized_reloc,bfd_error_handler,Mixed-Level,Y,N,N,N,N
bfd_unrecognized_reloc,bfd_set_error,Mixed-Level,Y,N,N,N,N
bfd_unrecognized_reloc,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_update_compression_header,bfd_abort,Mixed-Level,Y,N,N,N,N
bfd_update_compression_header,bfd_putb64,Mixed-Level,Y,N,N,N,N
bfd_wrapped_link_hash_lookup,bfd_hash_lookup,Mixed-Level,Y,N,N,N,N
bfd_wrapped_link_hash_lookup,bfd_malloc,Mixed-Level,Y,N,N,N,N
bfd_wrapped_link_hash_lookup,imp.strcat,Mixed-Level,Y,N,N,N,N
bfd_wrapped_link_hash_lookup,imp.strcpy,Mixed-Level,Y,N,N,N,N
bfd_wrapped_link_hash_lookup,imp.strlen,Mixed-Level,Y,N,N,N,N
bfd_wrapped_link_hash_lookup,imp.strncmp,Mixed-Level,Y,N,N,N,N
bfd_write_archive_contents,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_write_archive_contents,0x1a8,Mixed-Level,Y,N,N,N,N
bfd_write_archive_contents,0x1b0,Mixed-Level,Y,N,N,N,N
bfd_write_archive_contents,0x1c8,Mixed-Level,Y,N,N,N,N
bfd_write_archive_contents,0x1e8,Mixed-Level,Y,N,N,N,N
bfd_write_merged_section,0002e6e0,Mixed-Level,Y,N,N,N,N
bfd_write_section_stabs,0x50,Mixed-Level,Y,N,N,N,N
bfd_write_section_stabs,0x68,Mixed-Level,Y,N,N,N,N
bfd_x86_elf_adjust_dynamic_symbol,bfd_assert,Mixed-Level,Y,N,N,N,N
bfd_x86_elf_adjust_dynamic_symbol,bfd_elf_readonly_dynrelocs,Mixed-Level,Y,N,N,N,N
bfd_x86_elf_adjust_dynamic_symbol,imp.dcgettext,Mixed-Level,Y,N,N,N,N
bfd_x86_elf_check_relocs,bfd_error_handler,Mixed-Level,Y,N,N,N,N
