Function Name,Radare2,Ghidra,Angr_Fast,Angr_Emul
elf_x86_hide_linker_defined,✓,✗,✗,✗
elf_x86_link_hash_table_free,✓,✗,✗,✗
elf_x86_linker_defined,✓,✗,✗,✗
elf_x86_relative_reloc_record_add,✓,✗,✗,✗
elf_x86_size_or_finish_relative_reloc,✓,✗,✗,✗
elfcore_grok_freebsd_note,✓,✗,✗,✗
elfcore_grok_netbsd_note,✓,✗,✗,✗
elfcore_grok_note,✓,✗,✗,✗
elfcore_grok_nto_note,✓,✗,✗,✗
elfcore_grok_nto_regs,✓,✗,✗,✗
elfcore_grok_openbsd_note,✓,✗,✗,✗
elfcore_grok_prstatus,✓,✗,✗,✗
elfcore_grok_psinfo,✓,✗,✗,✗
elfcore_grok_solaris_lwpstatus,✓,✗,✗,✗
elfcore_grok_solaris_note,✓,✗,✗,✗
elfcore_grok_solaris_prstatus,✓,✗,✗,✗
elfcore_grok_spu_note,✓,✗,✗,✗
elfcore_write_aarch_hw_break,✓,✗,✗,✗
elfcore_write_aarch_hw_watch,✓,✗,✗,✗
elfcore_write_aarch_mte,✓,✗,✗,✗
elfcore_write_aarch_pauth,✓,✗,✗,✗
elfcore_write_aarch_ssve,✓,✗,✗,✗
elfcore_write_aarch_sve,✓,✗,✗,✗
elfcore_write_aarch_tls,✓,✗,✗,✗
elfcore_write_aarch_za,✓,✗,✗,✗
elfcore_write_aarch_zt,✓,✗,✗,✗
elfcore_write_arc_v2,✓,✗,✗,✗
elfcore_write_arm_vfp,✓,✗,✗,✗
elfcore_write_file_note,✓,✗,✗,✗
elfcore_write_gdb_tdesc,✓,✗,✗,✗
elfcore_write_linux_prpsinfo32,✓,✗,✗,✗
elfcore_write_linux_prpsinfo64,✓,✗,✗,✗
elfcore_write_loongarch_cpucfg,✓,✗,✗,✗
elfcore_write_loongarch_lasx,✓,✗,✗,✗
elfcore_write_loongarch_lbt,✓,✗,✗,✗
elfcore_write_loongarch_lsx,✓,✗,✗,✗
elfcore_write_note,✓,✗,✗,✗
elfcore_write_ppc_dscr,✓,✗,✗,✗
elfcore_write_ppc_ebb,✓,✗,✗,✗
elfcore_write_ppc_pmu,✓,✗,✗,✗
elfcore_write_ppc_ppr,✓,✗,✗,✗
elfcore_write_ppc_tar,✓,✗,✗,✗
elfcore_write_ppc_tm_cdscr,✓,✗,✗,✗
elfcore_write_ppc_tm_cfpr,✓,✗,✗,✗
elfcore_write_ppc_tm_cgpr,✓,✗,✗,✗
elfcore_write_ppc_tm_cppr,✓,✗,✗,✗
elfcore_write_ppc_tm_ctar,✓,✗,✗,✗
elfcore_write_ppc_tm_cvmx,✓,✗,✗,✗
elfcore_write_ppc_tm_cvsx,✓,✗,✗,✗
elfcore_write_ppc_tm_spr,✓,✗,✗,✗
elfcore_write_ppc_vmx,✓,✗,✗,✗
elfcore_write_ppc_vsx,✓,✗,✗,✗
elfcore_write_prfpreg,✓,✗,✗,✗
elfcore_write_prpsinfo,✓,✗,✗,✗
elfcore_write_prstatus,✓,✗,✗,✗
elfcore_write_prxfpreg,✓,✗,✗,✗
elfcore_write_register_note,✓,✗,✗,✗
elfcore_write_riscv_csr,✓,✗,✗,✗
elfcore_write_s390_ctrs,✓,✗,✗,✗
elfcore_write_s390_gs_bc,✓,✗,✗,✗
elfcore_write_s390_gs_cb,✓,✗,✗,✗
elfcore_write_s390_last_break,✓,✗,✗,✗
elfcore_write_s390_prefix,✓,✗,✗,✗
elfcore_write_s390_system_call,✓,✗,✗,✗
elfcore_write_s390_tdb,✓,✗,✗,✗
elfcore_write_s390_timer,✓,✗,✗,✗
elfcore_write_s390_todcmp,✓,✗,✗,✗
elfcore_write_s390_todpreg,✓,✗,✗,✗
elfcore_write_s390_vxrs_high,✓,✗,✗,✗
elfcore_write_s390_vxrs_low,✓,✗,✗,✗
elfcore_write_x86_segbases,✓,✗,✗,✗
elfcore_write_xstatereg,✓,✗,✗,✗
elfobj_grok_gnu_note,✓,✗,✗,✗
endian_string,✓,✗,✗,✗
entry.fini0,✓,✗,✗,✗
entry0,✓,✗,✗,✗
eq_asymbol,✓,✗,✗,✗
err_sprintf,✓,✗,✗,✓
errno_location,✗,✓,✓,✓
error_handler_fprintf,✓,✗,✗,✗
error_handler_sprintf,✓,✗,✗,✗
eval_symbol,✓,✗,✗,✗
exit,✗,✗,✓,✓
expandargv,✓,✓,✓,✓
extract_long_section_name,✓,✗,✗,✗
fatal,✓,✓,✓,✓
fclose,✗,✓,✓,✓
fcntl,✗,✗,✗,✓
ferror,✗,✗,✓,✓
fflush,✗,✗,✓,✓
filename_cmp,✓,✗,✗,✗
filename_eq,✓,✗,✗,✗
filename_ncmp,✓,✗,✗,✗
fileno,✗,✗,✗,✓
fill_window,✓,✗,✗,✗
find_abstract_instance,✓,✗,✗,✗
find_chunk,✓,✗,✗,✗
find_debug_info,✓,✗,✗,✗
find_link,✓,✗,✗,✗
find_separate_debug_file,✓,✗,✗,✗
find_target,✓,✗,✓,✓
first_phase,✓,✗,✗,✗
flip_sframe,✓,✗,✗,✗
flush_pending,✓,✗,✗,✗
fnmatch,✗,✗,✓,✓
fopen,✗,✓,✓,✓
fprintf_chk,✗,✓,✓,✓
fputc,✗,✗,✓,✓
fputs,✗,✗,✓,✓
fread,✗,✗,✓,✓
free,✗,✓,✓,✓
freeargv,✓,✗,✗,✗
fseek,✗,✗,✓,✓
ftell,✗,✗,✓,✓
fwrite,✗,✗,✓,✓
generic_add_output_symbol,✓,✗,✗,✗
generic_core_file_matches_executable_p,✓,✗,✗,✗
generic_link_check_archive_element,✓,✗,✗,✗
get_DW_EH_PE_width,✓,✗,✗,✗
get_alt_debug_link_info_shim,✓,✗,✗,✗
get_build_id,✓,✗,✗,✗
get_build_id_name,✓,✗,✗,✗
get_char,✓,✗,✓,✓
get_contents_sanity_check,✓,✗,✗,✗
get_dynamic_reloc_section_name,✓,✗,✗,✗
get_ext_sym_hash_from_cookie,✓,✗,✗,✗
get_file_size,✓,✗,✗,✗
get_hash_table_data.constprop.0,✓,✗,✗,✗
get_program_header_size,✓,✗,✗,✗
get_segment_type,✓,✗,✗,✗
getopt_long,✗,✓,✓,✓
getpwd,✓,✗,✗,✗
getsym,✓,✗,✗,✗
getvalue,✓,✗,✗,✗
hash_entry_bfd,✓,✗,✗,✗
hex_init,✓,✗,✗,✗
higher_prime_index,✓,✗,✗,✗
htab_clear_slot,✓,✗,✗,✗
htab_create,✓,✗,✗,✗
htab_create_alloc,✓,✗,✗,✗
htab_create_alloc_ex,✓,✗,✗,✗
htab_create_typed_alloc,✓,✗,✗,✗
htab_delete,✓,✗,✗,✗
htab_elements,✓,✗,✗,✗
htab_empty,✓,✗,✗,✗
htab_eq_string,✓,✗,✗,✗
htab_expand,✓,✗,✗,✗
htab_find,✓,✗,✗,✗
htab_find_slot,✓,✗,✗,✗
htab_find_slot_with_hash,✓,✗,✗,✗
htab_find_with_hash,✓,✗,✗,✗
htab_remove_elt,✓,✗,✗,✗
htab_remove_elt_with_hash,✓,✗,✗,✗
htab_traverse,✓,✗,✗,✗
htab_traverse_noresize,✓,✗,✗,✗
htab_try_create,✓,✗,✗,✗
ignore_sym,✓,✗,✗,✗
ihex_bad_byte,✓,✗,✗,✗
ihex_get_section_contents,✓,✗,✗,✗
ihex_mkobject,✓,✗,✗,✗
ihex_object_p,✓,✗,✗,✗
ihex_set_arch_mach,✓,✗,✗,✗
ihex_set_section_contents,✓,✗,✗,✗
ihex_write_object_contents,✓,✗,✗,✗
ihex_write_record,✓,✗,✗,✗
imp.__assert_fail,✓,✗,✗,✗
imp.__errno_location,✓,✗,✗,✗
imp.__fprintf_chk,✓,✗,✗,✗
imp.__isoc23_sscanf,✓,✗,✗,✗
imp.__isoc23_strtol,✓,✗,✗,✗
imp.__isoc23_strtoul,✓,✗,✗,✗
imp.__memcpy_chk,✓,✗,✗,✗
imp.__memmove_chk,✓,✗,✗,✗
imp.__memset_chk,✓,✗,✗,✗
imp.__printf_chk,✓,✗,✗,✗
imp.__realpath_chk,✓,✗,✗,✗
imp.__snprintf_chk,✓,✗,✗,✗
imp.__sprintf_chk,✓,✗,✗,✗
imp.__stack_chk_fail,✓,✗,✗,✗
imp.__strcat_chk,✓,✗,✗,✗
imp.__strcpy_chk,✓,✗,✗,✗
imp.__strncpy_chk,✓,✗,✗,✗
imp.__uflow,✓,✗,✗,✗
imp.__vasprintf_chk,✓,✗,✗,✗
imp.__vfprintf_chk,✓,✗,✗,✗
imp.__vsnprintf_chk,✓,✗,✗,✗
imp._exit,✓,✗,✗,✗
imp.abort,✓,✗,✗,✗
imp.access,✓,✗,✗,✗
imp.bindtextdomain,✓,✗,✗,✗
imp.chmod,✓,✗,✗,✗
imp.close,✓,✗,✗,✗
imp.closedir,✓,✗,✗,✗
imp.ctime,✓,✗,✗,✗
imp.dcgettext,✓,✗,✗,✗
imp.dlclose,✓,✗,✗,✗
imp.dlerror,✓,✗,✗,✗
imp.dlopen,✓,✗,✗,✗
imp.dlsym,✓,✗,✗,✗
imp.dup,✓,✗,✗,✗
imp.exit,✓,✗,✗,✗
imp.fclose,✓,✗,✗,✗
imp.fcntl,✓,✗,✗,✗
imp.fdopen,✓,✗,✗,✗
imp.ferror,✓,✗,✗,✗
imp.fflush,✓,✗,✗,✗
imp.fileno,✓,✗,✗,✗
imp.fnmatch,✓,✗,✗,✗
imp.fopen,✓,✗,✗,✗
imp.fopen64,✓,✗,✗,✗
imp.fputc,✓,✗,✗,✗
imp.fputs,✓,✗,✗,✗
imp.fread,✓,✗,✗,✗
imp.fseek,✓,✗,✗,✗
imp.fstat,✓,✗,✗,✗
imp.ftell,✓,✗,✗,✗
imp.fwrite,✓,✗,✗,✗
imp.getcwd,✓,✗,✗,✗
imp.getenv,✓,✗,✗,✗
imp.getgid,✓,✗,✗,✗
imp.getopt_long,✓,✗,✗,✗
imp.getpagesize,✓,✗,✗,✗
imp.getrlimit,✓,✗,✗,✗
imp.getuid,✓,✗,✗,✗
imp.isatty,✓,✗,✗,✗
imp.lstat,✓,✗,✗,✗
imp.malloc,✓,✗,✗,✗
imp.memchr,✓,✗,✗,✗
imp.memcmp,✓,✗,✗,✗
imp.memcpy,✓,✗,✗,✗
imp.memmove,✓,✗,✗,✗
imp.memset,✓,✗,✗,✗
imp.mkdtemp,✓,✗,✗,✗
imp.mkstemp,✓,✗,✗,✗
imp.mmap,✓,✗,✗,✗
imp.munmap,✓,✗,✗,✗
imp.open,✓,✗,✗,✗
imp.opendir,✓,✗,✗,✗
imp.perror,✓,✗,✗,✗
imp.putc,✓,✗,✗,✗
imp.qsort,✓,✗,✗,✗
imp.readdir,✓,✗,✗,✗
imp.realloc,✓,✗,✗,✗
imp.sbrk,✓,✗,✗,✗
imp.setlocale,✓,✗,✗,✗
imp.setrlimit,✓,✗,✗,✗
imp.stat,✓,✗,✗,✗
imp.strcasecmp,✓,✗,✗,✗
imp.strcat,✓,✗,✗,✗
imp.strchr,✓,✗,✗,✗
imp.strcmp,✓,✗,✗,✗
imp.strcpy,✓,✗,✗,✗
imp.strdup,✓,✗,✗,✗
imp.strerror,✓,✗,✗,✗
imp.strlen,✓,✗,✗,✗
imp.strncasecmp,✓,✗,✗,✗
imp.strncmp,✓,✗,✗,✗
imp.strncpy,✓,✗,✗,✗
imp.strnlen,✓,✗,✗,✗
imp.strrchr,✓,✗,✗,✗
imp.strstr,✓,✗,✗,✗
imp.sysconf,✓,✗,✗,✗
imp.textdomain,✓,✗,✗,✗
imp.time,✓,✗,✗,✗
imp.towlower,✓,✗,✗,✗
imp.umask,✓,✗,✗,✗
imp.unlink,✓,✗,✗,✗
inflate,✓,✗,✗,✗
inflateCopy,✓,✗,✗,✗
inflateEnd,✓,✗,✗,✗
inflateGetDictionary,✓,✗,✗,✗
inflateInit2_,✓,✗,✗,✗
inflateInit_,✓,✗,✗,✗
inflateReset2,✓,✗,✗,✗
inflateResetKeep,✓,✗,✗,✗
inflateSetDictionary,✓,✗,✗,✗
inflateStateCheck,✓,✗,✗,✗
inflateSync,✓,✗,✗,✗
inflate_fast,✓,✗,✗,✗
inflate_table,✓,✗,✗,✗
info_hash_table_newfunc,✓,✗,✗,✗
init_reloc_cookie,✓,✗,✗,✗
init_reloc_cookie_for_section,✓,✗,✗,✗
insert_arange_in_trie,✓,✗,✗,✗
internal_srec_write_object_contents,✓,✗,✗,✗
is_contained_by,✓,✗,✗,✗
is_ctor_or_dtor,✓,✗,✗,✗
is_debuginfo_file,✓,✗,✗,✗
is_default_attr,✓,✗,✗,✗
is_designated_init,✓,✗,✗,✗
is_gnu_v3_mangled_ctor,✓,✗,✗,✗
is_gnu_v3_mangled_dtor,✓,✗,✗,✗
is_int_form,✓,✗,✗,✗
is_valid_utf8,✓,✗,✓,✓
isatty,✗,✗,✓,✓
isoc23_strtoul,✗,✗,✓,✓
iterative_hash,✓,✗,✗,✗
java_demangle_v3,✓,✗,✗,✗
lbasename,✓,✗,✗,✗
libc_start_main,✓,✗,✗,✗
line_info_add_file_name,✓,✗,✗,✗
line_info_add_include_dir_stub,✓,✗,✗,✗
list_matching_formats,✓,✗,✗,✗
list_supported_architectures,✓,✗,✗,✗
list_supported_targets,✓,✗,✓,✓
local_hash_newfunc,✓,✗,✗,✗
longest_match,✓,✗,✗,✗
lrealpath,✓,✗,✗,✗
main,✓,✓,✓,✓
make_mapping,✓,✗,✗,✗
make_relative_prefix,✓,✗,✗,✗
make_temp_file,✓,✗,✗,✗
make_temp_file_with_prefix,✓,✗,✗,✗
make_tempdir,✓,✗,✗,✗
make_tempname,✓,✗,✗,✗
malloc,✗,✗,✓,✓
mangle_name,✓,✗,✗,✗
mangle_style,✓,✗,✗,✗
mark_entry,✓,✗,✗,✗
memcpy,✗,✗,✓,✓
memmove_chk,✗,✗,✓,✓
memory_bclose,✓,✗,✗,✗
memory_bread,✓,✗,✗,✗
memory_bseek,✓,✗,✗,✗
memory_bwrite,✓,✗,✗,✗
merge_sections_remove_hook,✓,✗,✗,✗
message,✓,✗,✗,✗
mode_string,✓,✗,✗,✗
move_section_contents,✓,✗,✗,✗
munmap,✗,✗,✓,✓
next_is_type_qual,✓,✗,✗,✗
non_fatal,✓,✓,✓,✓
obj._bfd_error_internal,✓,✗,✗,✗
obj_attr_v1_size,✓,✗,✗,✗
objalloc_alloc,✓,✗,✗,✗
objalloc_create,✓,✗,✗,✗
objalloc_free,✓,✗,✓,✓
objalloc_free_block,✓,✗,✗,✗
offset_adjust,✓,✗,✗,✗
offset_from_vma,✓,✗,✗,✗
on_needed_list,✓,✗,✗,✗
opncls_bread,✓,✗,✗,✗
out,✓,✗,✗,✗
parse_die,✓,✗,✗,✗
parse_hex_nibbles,✓,✗,✗,✗
parse_ident,✓,✗,✗,✗
parse_integer,✓,✗,✗,✗
parse_vma,✓,✗,✗,✗
pass_over.constprop.0,✓,✗,✗,✗
pe_ILF_cleanup,✓,✗,✗,✗
pe_ILF_make_a_section,✓,✗,✗,✗
pe_ILF_make_a_symbol,✓,✗,✗,✗
pe_ILF_make_a_symbol_reloc,✓,✗,✗,✗
pe_ILF_save_relocs,✓,✗,✗,✗
pe_bfd_object_p,✓,✗,✗,✗
pe_mkobject,✓,✗,✗,✗
pe_mkobject_hook,✓,✗,✗,✗
pe_print_debugdata,✓,✗,✗,✗
perror,✗,✓,✓,✓
pex64_bfd_print_pdata,✓,✗,✗,✗
pex64_bfd_print_pdata_section,✓,✗,✗,✗
pex64_get_runtime_function,✓,✗,✗,✗
pex64_get_section_by_rva,✓,✗,✗,✗
pex64_link_add_symbols,✓,✗,✗,✗
pex64_print_all_pdata_sections,✓,✗,✗,✗
place_sections,✓,✗,✗,✗
pqdownheap,✓,✗,✗,✗
print_and_clear_messages,✓,✗,✗,✗
print_arelt_descr,✓,✗,✗,✗
print_filename_and_address,✓,✗,✓,✓
print_ident,✓,✗,✗,✗
print_lifetime_from_index,✓,✗,✗,✗
print_str,✓,✗,✗,✗
print_strings,✓,✓,✓,✓
print_unicode_stream_body,✓,✗,✓,✓
print_version,✓,✓,✓,✗
printf_chk,✗,✗,✓,✓
putc,✗,✗,✓,✓
read_3_bytes,✓,✗,✗,✗
read_address,✓,✗,✗,✗
read_attribute_value,✓,✗,✗,✗
read_buf,✓,✗,✗,✗
read_formatted_entries,✓,✗,✗,✗
read_indexed_address,✓,✗,✗,✗
read_indexed_string,✓,✗,✗,✗
read_rangelist,✓,✗,✗,✗
read_reloc,✓,✗,✗,✗
read_section,✓,✗,✗,✗
read_uleb128,✓,✗,✗,✗
read_value,✓,✗,✗,✗
realloc,✗,✗,✓,✓
reconcat,✓,✗,✗,✗
report,✓,✗,✓,✓
report_isa_level,✓,✗,✗,✗
resolve_section,✓,✗,✗,✗
resolve_symbol,✓,✗,✗,✗
rflags,✓,✗,✗,✗
rsrc_compute_region_sizes,✓,✗,✗,✗
rsrc_count_directory,✓,✗,✗,✗
rsrc_parse_directory,✓,✗,✗,✗
rsrc_parse_entries,✓,✗,✗,✗
rsrc_print_name,✓,✗,✗,✗
rsrc_print_resource_directory,✓,✗,✗,✗
rsrc_print_resource_entries,✓,✗,✗,✗
rsrc_sort_entries,✓,✗,✗,✗
rsrc_write_directory,✓,✗,✗,✗
rsrc_write_entry,✓,✗,✗,✗
rust_demangle,✓,✗,✗,✗
rust_demangle_callback,✓,✗,✗,✗
sbrk,✗,✗,✓,✓
scan_tree,✓,✗,✗,✗
send_tree,✓,✗,✗,✗
separate_alt_debug_file_exists,✓,✗,✗,✗
separate_debug_file_exists,✓,✗,✗,✗
set_default_bfd_target,✓,✓,✓,✓
set_string_min,✓,✓,✓,✓
set_symbol_from_hash,✓,✗,✗,✗
setlocale,✗,✓,✓,✓
sframe_calc_fre_type,✓,✗,✗,✗
sframe_decode,✓,✗,✗,✗
sframe_decode_fre,✓,✗,✗,✗
sframe_decode_fre_start_address,✓,✗,✗,✗
sframe_decoder_free,✓,✗,✗,✗
sframe_decoder_get_abi_arch,✓,✗,✗,✗
sframe_decoder_get_fixed_fp_offset,✓,✗,✗,✗
sframe_decoder_get_fixed_ra_offset,✓,✗,✗,✗
sframe_decoder_get_fre,✓,✗,✗,✗
sframe_decoder_get_funcdesc_v2,✓,✗,✗,✗
sframe_decoder_get_hdr_size,✓,✗,✗,✗
sframe_decoder_get_num_fidx,✓,✗,✗,✗
sframe_decoder_get_version,✓,✗,✗,✗
sframe_encode,✓,✗,✗,✗
sframe_encoder_add_fre,✓,✗,✗,✗
sframe_encoder_add_funcdesc,✓,✗,✗,✗
sframe_encoder_add_funcdesc_v2,✓,✗,✗,✗
sframe_encoder_free,✓,✗,✗,✗
sframe_encoder_get_abi_arch,✓,✗,✗,✗
sframe_encoder_get_num_fidx,✓,✗,✗,✗
sframe_encoder_get_version,✓,✗,✗,✗
sframe_encoder_write,✓,✗,✗,✗
sframe_fde_create_func_info,✓,✗,✗,✗
sframe_find_fre,✓,✗,✗,✗
sframe_fre_start_addr_size,✓,✗,✗,✗
skip_cfa_op,✓,✗,✗,✗
slide_hash,✓,✗,✗,✗
sort_x64_pdata,✓,✗,✗,✗
splay_tree_delete,✓,✗,✗,✗
splay_tree_foreach,✓,✗,✗,✗
splay_tree_insert,✓,✗,✗,✗
splay_tree_lookup,✓,✗,✗,✗
splay_tree_new,✓,✗,✗,✗
splay_tree_predecessor,✓,✗,✗,✗
splay_tree_remove,✓,✗,✗,✗
splay_tree_splay,✓,✗,✗,✗
splay_tree_successor,✓,✗,✗,✗
split_directories,✓,✗,✗,✗
sprintf_chk,✗,✗,✗,✓
srec_bad_byte,✓,✗,✗,✗
srec_canonicalize_symtab,✓,✗,✗,✗
srec_get_section_contents,✓,✗,✗,✗
srec_mkobject,✓,✗,✗,✗
srec_object_p,✓,✗,✗,✗
srec_print_symbol,✓,✗,✗,✗
srec_scan,✓,✗,✗,✗
srec_set_section_contents,✓,✗,✗,✗
srec_write_record,✓,✗,✗,✗
stab_link_includes_newfunc,✓,✗,✗,✗
stack_chk_fail,✗,✓,✓,✓
startswith,✓,✗,✗,✗
stash_comp_unit,✓,✗,✗,✗
stash_maybe_update_info_hash_tables,✓,✗,✗,✗
stat,✗,✓,✓,✓
str_buf_demangle_callback,✓,✗,✗,✗
str_buf_reserve,✓,✗,✗,✗
strchr,✗,✗,✓,✓
strcmp,✗,✓,✓,✓
strerror,✗,✓,✓,✓
string_append,✓,✗,✗,✗
string_need,✓,✗,✗,✗
string_prepend,✓,✗,✗,✗
strlen,✗,✗,✓,✓
strtab_hash_newfunc,✓,✗,✗,✗
styp_to_sec_flags,✓,✗,✗,✗
sym_is_global,✓,✗,✗,✗
symbolsrec_object_p,✓,✗,✗,✗
tekhex_init,✓,✗,✗,✗
tekhex_make_empty_symbol,✓,✗,✗,✗
tekhex_mkobject,✓,✗,✗,✗
tekhex_object_p,✓,✗,✗,✗
tekhex_print_symbol,✓,✗,✗,✗
tekhex_set_arch_mach,✓,✗,✗,✗
tekhex_write_object_contents,✓,✗,✗,✗
template_in_dir,✓,✗,✗,✗
textdomain,✗,✓,✓,✓
tr_align,✓,✗,✗,✗
tr_flush_bits,✓,✗,✗,✗
tr_flush_block,✓,✗,✗,✗
tr_init,✓,✗,✗,✗
tr_stored_block,✓,✗,✗,✗
try_load_plugin,✓,✗,✗,✗
uflow,✗,✗,✓,✓
umask,✗,✗,✓,✓
uncompress,✓,✗,✗,✗
uncompress2,✓,✗,✗,✗
unget_part_char,✗,✗,✓,✓
unlink_if_ordinary,✓,✗,✗,✗
unwrap_hash_lookup,✓,✗,✗,✗
updatewindow,✓,✗,✗,✗
usage,✓,✓,✓,✓
vasprintf_chk,✗,✗,✗,✓
vendor_obj_attrs_v1_size,✓,✗,✗,✗
verilog_mkobject,✓,✗,✗,✗
verilog_set_section_contents,✓,✗,✗,✗
verilog_write_object_contents,✓,✗,✗,✗
vfprintf_chk,✗,✗,✓,✓
vsnprintf_chk,✗,✗,✗,✓
write_obj_attr_section_v1,✓,✗,✗,✗
write_obj_attr_v1,✓,✗,✗,✗
write_reloc,✓,✗,✗,✗
write_value,✓,✗,✗,✗
writeargv,✓,✗,✗,✗
writesym,✓,✗,✗,✗
writevalue,✓,✗,✗,✗
x2nmodp.constprop.0,✓,✗,✗,✗
xcalloc,✓,✗,✗,✗
xexit,✓,✗,✓,✓
xmalloc,✓,✗,✓,✓
xmalloc_failed,✓,✗,✓,✓
xmalloc_set_program_name,✓,✓,✓,✓
xrealloc,✓,✗,✓,✓
xstrdup,✓,✗,✓,✓
xstrerror,✓,✗,✗,✗
