Caller,Callee,Call Type,Radare2,Ghidra,Angr_Fast,Angr_Emul
read_buf,crc32,High-High,✓,✗,✗,✗
read_buf,imp.memcpy,High-High,✓,✗,✗,✗
read_formatted_entries,bfd_error_handler,High-High,✓,✗,✗,✗
read_formatted_entries,bfd_safe_read_leb128,High-High,✓,✗,✗,✗
read_formatted_entries,bfd_set_error,High-High,✓,✗,✗,✗
read_formatted_entries,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
read_formatted_entries,imp.dcgettext,High-High,✓,✗,✗,✗
read_formatted_entries,read_attribute_value,High-High,✓,✗,✗,✗
read_indexed_address,read_section,High-High,✓,✗,✗,✗
read_indexed_string,elf_phdr,High-High,✓,✗,✗,✗
read_indexed_string,read_section,High-High,✓,✗,✗,✗
read_rangelist,arange_add,High-High,✓,✗,✗,✗
read_rangelist,bfd_safe_read_leb128,High-High,✓,✗,✗,✗
read_rangelist,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
read_rangelist,read_address,High-High,✓,✗,✗,✗
read_rangelist,read_section,High-High,✓,✗,✗,✗
read_reloc,bfd_abort,High-High,✓,✗,✗,✗
read_section,bfd_error_handler,High-High,✓,✗,✗,✗
read_section,bfd_malloc,High-High,✓,✗,✗,✗
read_section,bfd_set_error,High-High,✓,✗,✗,✗
read_section,imp.dcgettext,High-High,✓,✗,✗,✗
read_value,bfd_assert,High-High,✓,✗,✗,✗
reconcat,imp.strlen,High-High,✓,✗,✗,✗
reconcat,xmalloc,High-High,✓,✗,✗,✗
report,fflush,High-High,✗,✗,✓,✓
report,fprintf_chk,High-High,✗,✗,✓,✓
report,imp.__fprintf_chk,High-High,✓,✗,✗,✗
report,imp.__vfprintf_chk,High-High,✓,✗,✗,✗
report,imp.fflush,High-High,✓,✗,✗,✗
report,vfprintf_chk,High-High,✗,✗,✓,✓
report_isa_level,imp.dcgettext,High-High,✓,✗,✗,✗
resolve_section,bfd_octets_per_byte,High-High,✓,✗,✗,✗
resolve_section,imp.strcmp,High-High,✓,✗,✗,✗
resolve_section,imp.strlen,High-High,✓,✗,✗,✗
resolve_section,imp.strncmp,High-High,✓,✗,✗,✗
resolve_symbol,bfd_link_hash_lookup,High-High,✓,✗,✗,✗
resolve_symbol,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
resolve_symbol,imp.strcmp,High-High,✓,✗,✗,✗
rsrc_count_directory,elf_phdr,High-High,✓,✗,✗,✗
rsrc_count_directory,rsrc_count_directory,High-High,✓,✗,✗,✗
rsrc_parse_directory,elf_phdr,High-High,✓,✗,✗,✗
rsrc_parse_directory,rsrc_parse_entries,High-High,✓,✗,✗,✗
rsrc_parse_entries,bfd_malloc,High-High,✓,✗,✗,✗
rsrc_parse_entries,elf_phdr,High-High,✓,✗,✗,✗
rsrc_parse_entries,imp.memcpy,High-High,✓,✗,✗,✗
rsrc_parse_entries,rsrc_parse_directory,High-High,✓,✗,✗,✗
rsrc_print_name,imp.__sprintf_chk,High-High,✓,✗,✗,✗
rsrc_print_name,imp.strlen,High-High,✓,✗,✗,✗
rsrc_print_resource_directory,elf_phdr,High-High,✓,✗,✗,✗
rsrc_print_resource_directory,imp.__fprintf_chk,High-High,✓,✗,✗,✗
rsrc_print_resource_directory,imp.dcgettext,High-High,✓,✗,✗,✗
rsrc_print_resource_directory,imp.fwrite,High-High,✓,✗,✗,✗
rsrc_print_resource_directory,rsrc_print_resource_entries,High-High,✓,✗,✗,✗
rsrc_print_resource_entries,elf_phdr,High-High,✓,✗,✗,✗
rsrc_print_resource_entries,imp.__fprintf_chk,High-High,✓,✗,✗,✗
rsrc_print_resource_entries,imp.dcgettext,High-High,✓,✗,✗,✗
rsrc_sort_entries,bfd_assert,High-High,✓,✗,✗,✗
rsrc_sort_entries,bfd_error_handler,High-High,✓,✗,✗,✗
rsrc_sort_entries,bfd_malloc,High-High,✓,✗,✗,✗
rsrc_sort_entries,bfd_set_error,High-High,✓,✗,✗,✗
rsrc_sort_entries,imp.__sprintf_chk,High-High,✓,✗,✗,✗
rsrc_sort_entries,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
rsrc_sort_entries,imp.__strcat_chk,High-High,✓,✗,✗,✗
rsrc_sort_entries,imp.dcgettext,High-High,✓,✗,✗,✗
rsrc_sort_entries,imp.memcmp,High-High,✓,✗,✗,✗
rsrc_sort_entries,imp.memcpy,High-High,✓,✗,✗,✗
rsrc_sort_entries,imp.strlen,High-High,✓,✗,✗,✗
rsrc_sort_entries,imp.towlower,High-High,✓,✗,✗,✗
rsrc_sort_entries,rsrc_print_name,High-High,✓,✗,✗,✗
rsrc_sort_entries,rsrc_sort_entries,High-High,✓,✗,✗,✗
rsrc_write_directory,bfd_assert,High-High,✓,✗,✗,✗
rsrc_write_directory,rsrc_write_entry,High-High,✓,✗,✗,✗
rsrc_write_entry,imp.memcpy,High-High,✓,✗,✗,✗
separate_alt_debug_file_exists,bfd_assert,High-High,✓,✗,✗,✗
separate_alt_debug_file_exists,bfd_real_fopen,High-High,✓,✗,✗,✗
separate_alt_debug_file_exists,imp.fclose,High-High,✓,✗,✗,✗
separate_debug_file_exists,bfd_assert,High-High,✓,✗,✗,✗
separate_debug_file_exists,bfd_real_fopen,High-High,✓,✗,✗,✗
separate_debug_file_exists,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
separate_debug_file_exists,imp.fclose,High-High,✓,✗,✗,✗
separate_debug_file_exists,imp.fread,High-High,✓,✗,✗,✗
set_string_min,dcgettext,High-High,✗,✓,✓,✓
set_string_min,fatal,High-High,✓,✓,✓,✓
set_string_min,imp.__isoc23_strtoul,High-High,✓,✗,✗,✗
set_string_min,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
set_string_min,imp.dcgettext,High-High,✓,✗,✗,✗
set_string_min,isoc23_strtoul,High-High,✗,✗,✓,✓
set_string_min,stack_chk_fail,High-High,✗,✓,✓,✓
set_symbol_from_hash,bfd_abort,High-High,✓,✗,✗,✗
set_symbol_from_hash,bfd_assert,High-High,✓,✗,✗,✗
sframe_decode,debug_printf,High-High,✓,✗,✗,✗
sframe_decode,flip_sframe,High-High,✓,✗,✗,✗
sframe_decode,imp.__memcpy_chk,High-High,✓,✗,✗,✗
sframe_decode,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
sframe_decode,imp.getenv,High-High,✓,✗,✗,✗
sframe_decode,imp.malloc,High-High,✓,✗,✗,✗
sframe_decode,sframe_decoder_free,High-High,✓,✗,✗,✗
sframe_decode_fre,debug_printf,High-High,✓,✗,✗,✗
sframe_decode_fre,imp.__assert_fail,High-High,✓,✗,✗,✗
sframe_encode,imp.malloc,High-High,✓,✗,✗,✗
sframe_encoder_write,debug_printf,High-High,✓,✗,✗,✗
sframe_encoder_write,flip_sframe,High-High,✓,✗,✗,✗
sframe_encoder_write,imp.__assert_fail,High-High,✓,✗,✗,✗
sframe_encoder_write,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
sframe_encoder_write,imp.malloc,High-High,✓,✗,✗,✗
sframe_encoder_write,imp.memcpy,High-High,✓,✗,✗,✗
sframe_encoder_write,imp.qsort,High-High,✓,✗,✗,✗
sframe_find_fre,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
sframe_find_fre,sframe_decode_fre,High-High,✓,✗,✗,✗
sort_x64_pdata,bfd_getl32,High-High,✓,✗,✗,✗
splay_tree_foreach,xmalloc,High-High,✓,✗,✗,✗
splay_tree_insert,splay_tree_splay,High-High,✓,✗,✗,✗
splay_tree_lookup,splay_tree_splay,High-High,✓,✗,✗,✗
splay_tree_new,xmalloc,High-High,✓,✗,✗,✗
splay_tree_remove,splay_tree_splay,High-High,✓,✗,✗,✗
splay_tree_successor,splay_tree_splay,High-High,✓,✗,✗,✗
split_directories,imp.__memcpy_chk,High-High,✓,✗,✗,✗
split_directories,imp.malloc,High-High,✓,✗,✗,✗
srec_bad_byte,bfd_error_handler,High-High,✓,✗,✗,✗
srec_bad_byte,bfd_set_error,High-High,✓,✗,✗,✗
srec_bad_byte,imp.__sprintf_chk,High-High,✓,✗,✗,✗
srec_bad_byte,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
srec_bad_byte,imp.dcgettext,High-High,✓,✗,✗,✗
srec_mkobject,bfd_alloc,High-High,✓,✗,✗,✗
srec_mkobject,hex_init,High-High,✓,✗,✗,✗
srec_object_p,bfd_read,High-High,✓,✗,✗,✗
srec_object_p,bfd_release,High-High,✓,✗,✗,✗
srec_object_p,bfd_seek,High-High,✓,✗,✗,✗
srec_object_p,bfd_set_error,High-High,✓,✗,✗,✗
srec_object_p,hex_init,High-High,✓,✗,✗,✗
srec_object_p,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
srec_object_p,srec_mkobject,High-High,✓,✗,✗,✗
srec_object_p,srec_scan,High-High,✓,✗,✗,✗
srec_print_symbol,bfd_print_symbol_vandf,High-High,✓,✗,✗,✗
srec_scan,bfd_alloc,High-High,✓,✗,✗,✗
srec_scan,bfd_error_handler,High-High,✓,✗,✗,✗
srec_scan,bfd_get_error,High-High,✓,✗,✗,✗
srec_scan,bfd_malloc,High-High,✓,✗,✗,✗
srec_scan,bfd_read,High-High,✓,✗,✗,✗
srec_scan,bfd_realloc,High-High,✓,✗,✗,✗
srec_scan,bfd_seek,High-High,✓,✗,✗,✗
srec_scan,bfd_set_error,High-High,✓,✗,✗,✗
srec_scan,bfd_tell,High-High,✓,✗,✗,✗
srec_scan,imp.__sprintf_chk,High-High,✓,✗,✗,✗
srec_scan,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
srec_scan,imp.dcgettext,High-High,✓,✗,✗,✗
srec_scan,imp.strcpy,High-High,✓,✗,✗,✗
srec_scan,imp.strlen,High-High,✓,✗,✗,✗
srec_scan,srec_bad_byte,High-High,✓,✗,✗,✗
srec_write_record,bfd_write,High-High,✓,✗,✗,✗
srec_write_record,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
startswith,imp.strlen,High-High,✓,✗,✗,✗
startswith,imp.strncmp,High-High,✓,✗,✗,✗
stash_comp_unit,arange_add,High-High,✓,✗,✗,✗
stash_comp_unit,bfd_abort,High-High,✓,✗,✗,✗
stash_comp_unit,bfd_error_handler,High-High,✓,✗,✗,✗
stash_comp_unit,bfd_malloc,High-High,✓,✗,✗,✗
stash_comp_unit,bfd_realloc,High-High,✓,✗,✗,✗
stash_comp_unit,bfd_safe_read_leb128,High-High,✓,✗,✗,✗
stash_comp_unit,bfd_set_error,High-High,✓,✗,✗,✗
stash_comp_unit,bfd_zalloc,High-High,✓,✗,✗,✗
stash_comp_unit,elf_phdr,High-High,✓,✗,✗,✗
stash_comp_unit,htab_find_slot,High-High,✓,✗,✗,✗
stash_comp_unit,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
stash_comp_unit,imp.dcgettext,High-High,✓,✗,✗,✗
stash_comp_unit,imp.strchr,High-High,✓,✗,✗,✗
stash_comp_unit,is_int_form,High-High,✓,✗,✗,✗
stash_comp_unit,read_attribute_value,High-High,✓,✗,✗,✗
stash_comp_unit,read_indexed_address,High-High,✓,✗,✗,✗
stash_comp_unit,read_indexed_string,High-High,✓,✗,✗,✗
stash_comp_unit,read_rangelist,High-High,✓,✗,✗,✗
stash_comp_unit,read_section,High-High,✓,✗,✗,✗
stash_comp_unit,splay_tree_insert,High-High,✓,✗,✗,✗
stash_comp_unit,splay_tree_lookup,High-High,✓,✗,✗,✗
stash_comp_unit,splay_tree_new,High-High,✓,✗,✗,✗
str_buf_reserve,imp.realloc,High-High,✓,✗,✗,✗
string_append,imp.memcpy,High-High,✓,✗,✗,✗
string_append,imp.strlen,High-High,✓,✗,✗,✗
string_append,string_need,High-High,✓,✗,✗,✗
string_need,xmalloc,High-High,✓,✗,✗,✗
string_need,xrealloc,High-High,✓,✗,✗,✗
string_prepend,imp.memcpy,High-High,✓,✗,✗,✗
string_prepend,imp.strlen,High-High,✓,✗,✗,✗
string_prepend,string_need,High-High,✓,✗,✗,✗
strtab_hash_newfunc,bfd_hash_allocate,High-High,✓,✗,✗,✗
styp_to_sec_flags,bfd_alloc,High-High,✓,✗,✗,✗
styp_to_sec_flags,bfd_error_handler,High-High,✓,✗,✗,✗
styp_to_sec_flags,bfd_malloc,High-High,✓,✗,✗,✗
styp_to_sec_flags,bfd_zmalloc,High-High,✓,✗,✗,✗
styp_to_sec_flags,htab_create,High-High,✓,✗,✗,✗
styp_to_sec_flags,htab_elements,High-High,✓,✗,✗,✗
styp_to_sec_flags,htab_find,High-High,✓,✗,✗,✗
styp_to_sec_flags,htab_find_slot,High-High,✓,✗,✗,✗
styp_to_sec_flags,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
styp_to_sec_flags,imp.dcgettext,High-High,✓,✗,✗,✗
styp_to_sec_flags,imp.memcpy,High-High,✓,✗,✗,✗
styp_to_sec_flags,imp.strchr,High-High,✓,✗,✗,✗
styp_to_sec_flags,imp.strcmp,High-High,✓,✗,✗,✗
styp_to_sec_flags,imp.strlen,High-High,✓,✗,✗,✗
styp_to_sec_flags,imp.strncmp,High-High,✓,✗,✗,✗
styp_to_sec_flags,rflags,High-High,✓,✗,✗,✗
symbolsrec_object_p,bfd_read,High-High,✓,✗,✗,✗
symbolsrec_object_p,bfd_release,High-High,✓,✗,✗,✗
symbolsrec_object_p,bfd_seek,High-High,✓,✗,✗,✗
symbolsrec_object_p,bfd_set_error,High-High,✓,✗,✗,✗
symbolsrec_object_p,hex_init,High-High,✓,✗,✗,✗
symbolsrec_object_p,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
symbolsrec_object_p,srec_mkobject,High-High,✓,✗,✗,✗
symbolsrec_object_p,srec_scan,High-High,✓,✗,✗,✗
tekhex_init,hex_init,High-High,✓,✗,✗,✗
tekhex_mkobject,bfd_alloc,High-High,✓,✗,✗,✗
tekhex_object_p,bfd_alloc,High-High,✓,✗,✗,✗
tekhex_object_p,bfd_read,High-High,✓,✗,✗,✗
tekhex_object_p,bfd_release,High-High,✓,✗,✗,✗
tekhex_object_p,bfd_seek,High-High,✓,✗,✗,✗
tekhex_object_p,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
tekhex_object_p,tekhex_init,High-High,✓,✗,✗,✗
tekhex_print_symbol,bfd_print_symbol_vandf,High-High,✓,✗,✗,✗
tekhex_write_object_contents,bfd_decode_symclass,High-High,✓,✗,✗,✗
tekhex_write_object_contents,bfd_set_error,High-High,✓,✗,✗,✗
tekhex_write_object_contents,bfd_write,High-High,✓,✗,✗,✗
tekhex_write_object_contents,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
tekhex_write_object_contents,out,High-High,✓,✗,✗,✗
tekhex_write_object_contents,tekhex_init,High-High,✓,✗,✗,✗
tekhex_write_object_contents,writesym,High-High,✓,✗,✗,✗
tekhex_write_object_contents,writevalue,High-High,✓,✗,✗,✗
template_in_dir,imp.__memcpy_chk,High-High,✓,✗,✗,✗
template_in_dir,imp.strrchr,High-High,✓,✗,✗,✗
template_in_dir,xmalloc,High-High,✓,✗,✗,✗
tr_flush_block,build_tree,High-High,✓,✗,✗,✗
tr_flush_block,compress_block,High-High,✓,✗,✗,✗
tr_flush_block,scan_tree,High-High,✓,✗,✗,✗
tr_flush_block,send_tree,High-High,✓,✗,✗,✗
tr_flush_block,tr_stored_block,High-High,✓,✗,✗,✗
tr_stored_block,bi_windup,High-High,✓,✗,✗,✗
tr_stored_block,imp.memcpy,High-High,✓,✗,✗,✗
try_load_plugin,bfd_error_handler,High-High,✓,✗,✗,✗
try_load_plugin,bfd_malloc,High-High,✓,✗,✗,✗
try_load_plugin,bfd_plugin_close_file_descriptor,High-High,✓,✗,✗,✗
try_load_plugin,bfd_plugin_open_input,High-High,✓,✗,✗,✗
try_load_plugin,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
try_load_plugin,imp.dlclose,High-High,✓,✗,✗,✗
try_load_plugin,imp.dlerror,High-High,✓,✗,✗,✗
try_load_plugin,imp.dlopen,High-High,✓,✗,✗,✗
try_load_plugin,imp.dlsym,High-High,✓,✗,✗,✗
try_load_plugin,imp.memcpy,High-High,✓,✗,✗,✗
try_load_plugin,imp.strlen,High-High,✓,✗,✗,✗
uncompress,uncompress2,High-High,✓,✗,✗,✗
uncompress2,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
uncompress2,inflate,High-High,✓,✗,✗,✗
uncompress2,inflateEnd,High-High,✓,✗,✗,✗
uncompress2,inflateInit_,High-High,✓,✗,✗,✗
unlink_if_ordinary,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
unlink_if_ordinary,imp.lstat,High-High,✓,✗,✗,✗
unlink_if_ordinary,imp.unlink,High-High,✓,✗,✗,✗
unwrap_hash_lookup,bfd_hash_lookup,High-High,✓,✗,✗,✗
unwrap_hash_lookup,imp.strncmp,High-High,✓,✗,✗,✗
updatewindow,elf_phdr,High-High,✓,✗,✗,✗
updatewindow,imp.memcpy,High-High,✓,✗,✗,✗
usage,dcgettext,High-High,✗,✓,✓,✓
usage,exit,High-High,✗,✗,✓,✓
usage,fprintf_chk,High-High,✗,✓,✓,✓
usage,imp.__fprintf_chk,High-High,✓,✗,✗,✗
usage,imp.dcgettext,High-High,✓,✗,✗,✗
usage,imp.exit,High-High,✓,✗,✗,✗
verilog_mkobject,bfd_alloc,High-High,✓,✗,✗,✗
verilog_mkobject,hex_init,High-High,✓,✗,✗,✗
verilog_write_object_contents,bfd_set_error,High-High,✓,✗,✗,✗
verilog_write_object_contents,bfd_write,High-High,✓,✗,✗,✗
verilog_write_object_contents,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
write_obj_attr_section_v1,imp.memcpy,High-High,✓,✗,✗,✗
write_obj_attr_section_v1,imp.strlen,High-High,✓,✗,✗,✗
write_obj_attr_section_v1,is_default_attr,High-High,✓,✗,✗,✗
write_obj_attr_section_v1,write_obj_attr_v1,High-High,✓,✗,✗,✗
write_obj_attr_v1,imp.memcpy,High-High,✓,✗,✗,✗
write_obj_attr_v1,imp.strlen,High-High,✓,✗,✗,✗
write_reloc,bfd_abort,High-High,✓,✗,✗,✗
writeargv,imp.fputc,High-High,✓,✗,✗,✗
writeargv,imp.fputs,High-High,✓,✗,✗,✗
writesym,imp.strlen,High-High,✓,✗,✗,✗
xcalloc,xmalloc_failed,High-High,✓,✗,✗,✗
xexit,exit,High-High,✗,✗,✓,✓
xexit,imp.exit,High-High,✓,✗,✗,✗
xmalloc,calloc,High-High,✗,✗,✗,✓
xmalloc,imp.malloc,High-High,✓,✗,✗,✗
xmalloc,malloc,High-High,✗,✗,✓,✓
xmalloc,realloc,High-High,✗,✗,✗,✓
xmalloc,strlen,High-High,✗,✗,✗,✓
xmalloc,xmalloc_failed,High-High,✓,✗,✓,✓
xmalloc_failed,fprintf_chk,High-High,✗,✗,✓,✓
xmalloc_failed,imp.__fprintf_chk,High-High,✓,✗,✗,✗
xmalloc_failed,imp.sbrk,High-High,✓,✗,✗,✗
xmalloc_failed,sbrk,High-High,✗,✗,✓,✓
xmalloc_failed,xexit,High-High,✓,✗,✓,✓
xrealloc,imp.malloc,High-High,✓,✗,✗,✗
xrealloc,imp.realloc,High-High,✓,✗,✗,✗
xrealloc,malloc,High-High,✗,✗,✓,✓
xrealloc,realloc,High-High,✗,✗,✓,✓
xrealloc,strlen,High-High,✗,✗,✗,✓
xrealloc,xmalloc,High-High,✗,✗,✗,✓
xrealloc,xmalloc_failed,High-High,✓,✗,✓,✓
xstrdup,imp.strlen,High-High,✓,✗,✗,✗
xstrdup,strlen,High-High,✗,✗,✓,✓
xstrdup,xmalloc,High-High,✓,✗,✓,✓
xstrerror,imp.__sprintf_chk,High-High,✓,✗,✗,✗
xstrerror,imp.strerror,High-High,✓,✗,✗,✗
