Caller,Callee,Call Type,Radare2,Ghidra,Angr_Fast,Angr_Emul
bfd_generic_read_ar_hdr_mag,imp.memchr,High-High,✓,✗,✗,✗
bfd_generic_read_ar_hdr_mag,imp.memcpy,High-High,✓,✗,✗,✗
bfd_generic_read_ar_hdr_mag,imp.strncmp,High-High,✓,✗,✗,✗
bfd_generic_read_minisymbols,bfd_malloc,High-High,✓,✗,✗,✗
bfd_generic_read_minisymbols,bfd_set_error,High-High,✓,✗,✗,✗
bfd_generic_section_already_linked,bfd_hash_allocate,High-High,✓,✗,✗,✗
bfd_generic_section_already_linked,bfd_hash_lookup,High-High,✓,✗,✗,✗
bfd_generic_section_already_linked,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_generic_write_ar_hdr,bfd_write,High-High,✓,✗,✗,✗
bfd_get_alt_debug_link_info,bfd_assert,High-High,✓,✗,✗,✗
bfd_get_alt_debug_link_info,bfd_malloc,High-High,✓,✗,✗,✗
bfd_get_alt_debug_link_info,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_get_alt_debug_link_info,imp.memcpy,High-High,✓,✗,✗,✗
bfd_get_alt_debug_link_info,imp.strnlen,High-High,✓,✗,✗,✗
bfd_get_archive_filename,imp.__assert_fail,High-High,✓,✗,✗,✗
bfd_get_archive_filename,imp.__sprintf_chk,High-High,✓,✗,✗,✗
bfd_get_archive_filename,imp.strlen,High-High,✓,✗,✗,✗
bfd_get_archive_filename,xmalloc,High-High,✓,✗,✗,✗
bfd_get_bits,bfd_abort,High-High,✓,✗,✗,✗
bfd_get_current_time,imp.getenv,High-High,✓,✗,✗,✗
bfd_get_debug_link_info,bfd_assert,High-High,✓,✗,✗,✗
bfd_get_debug_link_info,elf_phdr,High-High,✓,✗,✗,✗
bfd_get_debug_link_info,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_get_debug_link_info,imp.strnlen,High-High,✓,✗,✗,✗
bfd_get_elf_phdrs,bfd_set_error,High-High,✓,✗,✗,✗
bfd_get_elf_phdrs,imp.memcpy,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,bfd_check_format,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,bfd_close,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,bfd_get_elt_at_filepos,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,bfd_get_error,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,bfd_openr,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,bfd_seek,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,bfd_set_error,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,bfd_set_filename,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,bfd_tell,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,filename_cmp,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,htab_find,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_get_elt_at_filepos,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_get_file_size,bfd_stat,High-High,✓,✗,✗,✗
bfd_get_file_size,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_get_mtime,bfd_stat,High-High,✓,✗,✗,✗
bfd_get_mtime,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_get_next_mapent,bfd_set_error,High-High,✓,✗,✗,✗
bfd_get_size,bfd_stat,High-High,✓,✗,✗,✗
bfd_get_size,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_get_target_info,bfd_arch_list,High-High,✓,✗,✗,✗
bfd_get_target_info,bfd_find_arch_match,High-High,✓,✗,✗,✗
bfd_get_target_info,bfd_find_target,High-High,✓,✗,✗,✗
bfd_get_target_info,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_get_target_info,imp.__strcpy_chk,High-High,✓,✗,✗,✗
bfd_get_target_info,imp.strchr,High-High,✓,✗,✗,✗
bfd_get_target_info,imp.strrchr,High-High,✓,✗,✗,✗
bfd_handle_already_linked,bfd_abort,High-High,✓,✗,✗,✗
bfd_handle_already_linked,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_handle_already_linked,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_handle_already_linked,imp.memcmp,High-High,✓,✗,✗,✗
bfd_hash_allocate,bfd_set_error,High-High,✓,✗,✗,✗
bfd_hash_allocate,objalloc_alloc,High-High,✓,✗,✗,✗
bfd_hash_insert,imp.memset,High-High,✓,✗,✗,✗
bfd_hash_insert,objalloc_alloc,High-High,✓,✗,✗,✗
bfd_hash_lookup,bfd_assert,High-High,✓,✗,✗,✗
bfd_hash_lookup,bfd_set_error,High-High,✓,✗,✗,✗
bfd_hash_lookup,imp.memcpy,High-High,✓,✗,✗,✗
bfd_hash_lookup,imp.strcmp,High-High,✓,✗,✗,✗
bfd_hash_lookup,objalloc_alloc,High-High,✓,✗,✗,✗
bfd_hash_newfunc,bfd_set_error,High-High,✓,✗,✗,✗
bfd_hash_newfunc,objalloc_alloc,High-High,✓,✗,✗,✗
bfd_hash_rename,bfd_abort,High-High,✓,✗,✗,✗
bfd_hash_rename,bfd_assert,High-High,✓,✗,✗,✗
bfd_hash_replace,bfd_abort,High-High,✓,✗,✗,✗
bfd_hash_table_free,objalloc_free,High-High,✓,✗,✓,✓
bfd_hash_table_init_n,bfd_set_error,High-High,✓,✗,✗,✗
bfd_hash_table_init_n,imp.memset,High-High,✓,✗,✗,✗
bfd_hash_table_init_n,objalloc_alloc,High-High,✓,✗,✗,✗
bfd_hash_table_init_n,objalloc_create,High-High,✓,✗,✗,✗
bfd_hash_table_init_n,objalloc_free,High-High,✓,✗,✗,✗
bfd_init,free,High-High,✗,✓,✓,✓
bfd_init_pagesize,bfd_abort,High-High,✓,✗,✗,✗
bfd_init_pagesize,imp.getpagesize,High-High,✓,✗,✗,✗
bfd_init_section_compress_status,bfd_malloc,High-High,✓,✗,✗,✗
bfd_init_section_compress_status,bfd_set_error,High-High,✓,✗,✗,✗
bfd_init_section_decompress_status,bfd_getb64,High-High,✓,✗,✗,✗
bfd_init_section_decompress_status,bfd_set_error,High-High,✓,✗,✗,✗
bfd_init_section_decompress_status,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_link_add_undef,bfd_assert,High-High,✓,✗,✗,✗
bfd_link_hash_lookup,bfd_hash_lookup,High-High,✓,✗,✗,✗
bfd_link_hash_table_init,bfd_assert,High-High,✓,✗,✗,✗
bfd_link_hash_table_init,bfd_hash_table_init,High-High,✓,✗,✗,✗
bfd_long_bfd_n1_error,bfd_set_error,High-High,✓,✗,✗,✗
bfd_make_readable,bfd_check_format,High-High,✓,✗,✗,✗
bfd_make_readable,bfd_hash_table_free,High-High,✓,✗,✗,✗
bfd_make_readable,bfd_hash_table_init_n,High-High,✓,✗,✗,✗
bfd_make_readable,bfd_set_error,High-High,✓,✗,✗,✗
bfd_make_writable,bfd_malloc,High-High,✓,✗,✗,✗
bfd_make_writable,bfd_set_error,High-High,✓,✗,✗,✗
bfd_malloc,bfd_set_error,High-High,✓,✗,✓,✓
bfd_malloc,imp.malloc,High-High,✓,✗,✗,✗
bfd_malloc,malloc,High-High,✗,✗,✓,✓
bfd_merge_sections,append_offsetmap,High-High,✓,✗,✗,✗
bfd_merge_sections,bfd_assert,High-High,✓,✗,✗,✗
bfd_merge_sections,bfd_hash_allocate,High-High,✓,✗,✗,✗
bfd_merge_sections,bfd_malloc,High-High,✓,✗,✗,✗
bfd_merge_sections,bfd_octets_per_byte,High-High,✓,✗,✗,✗
bfd_merge_sections,bfd_realloc,High-High,✓,✗,✗,✗
bfd_merge_sections,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_merge_sections,imp.memcmp,High-High,✓,✗,✗,✗
bfd_merge_sections,imp.memcpy,High-High,✓,✗,✗,✗
bfd_merge_sections,imp.memset,High-High,✓,✗,✗,✗
bfd_merge_sections,imp.qsort,High-High,✓,✗,✗,✗
bfd_merge_sections,imp.strlen,High-High,✓,✗,✗,✗
bfd_merge_sections,objalloc_alloc,High-High,✓,✗,✗,✗
bfd_mmap,bfd_set_error,High-High,✓,✗,✗,✗
bfd_mmap_local,bfd_get_size,High-High,✓,✗,✗,✗
bfd_mmap_local,bfd_mmap,High-High,✓,✗,✗,✗
bfd_mmap_local,bfd_set_error,High-High,✓,✗,✗,✗
bfd_mmap_local,bfd_tell,High-High,✓,✗,✗,✗
bfd_mmap_persistent,bfd_alloc,High-High,✓,✗,✗,✗
bfd_mmap_persistent,bfd_get_file_size,High-High,✓,✗,✗,✗
bfd_mmap_persistent,bfd_mmap_local,High-High,✓,✗,✗,✗
bfd_mmap_persistent,bfd_read,High-High,✓,✗,✗,✗
bfd_mmap_persistent,bfd_set_error,High-High,✓,✗,✗,✗
bfd_mmap_persistent,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_mmap_persistent,imp.mmap,High-High,✓,✗,✗,✗
bfd_mmap_persistent,imp.munmap,High-High,✓,✗,✗,✗
bfd_mmap_persistent,objalloc_free_block,High-High,✓,✗,✗,✗
bfd_mmap_read_temporary,bfd_abort,High-High,✓,✗,✗,✗
bfd_mmap_read_temporary,bfd_mmap_temporary,High-High,✓,✗,✗,✗
bfd_mmap_read_temporary,bfd_read,High-High,✓,✗,✗,✗
bfd_mmap_read_temporary,bfd_set_error,High-High,✓,✗,✗,✗
bfd_mmap_read_temporary,imp.malloc,High-High,✓,✗,✗,✗
bfd_mmap_temporary,bfd_get_file_size,High-High,✓,✗,✗,✗
bfd_mmap_temporary,bfd_read,High-High,✓,✗,✗,✗
bfd_mmap_temporary,bfd_set_error,High-High,✓,✗,✗,✗
bfd_mmap_temporary,imp.malloc,High-High,✓,✗,✗,✗
bfd_munmap_temporary,bfd_abort,High-High,✓,✗,✗,✗
bfd_munmap_temporary,imp.munmap,High-High,✓,✗,✗,✗
bfd_new_bfd,bfd_hash_table_init_n,High-High,✓,✗,✗,✗
bfd_new_bfd,bfd_lock,High-High,✓,✗,✗,✗
bfd_new_bfd,bfd_set_error,High-High,✓,✗,✗,✗
bfd_new_bfd,bfd_unlock,High-High,✓,✗,✗,✗
bfd_new_bfd,bfd_zmalloc,High-High,✓,✗,✗,✗
bfd_new_bfd,objalloc_create,High-High,✓,✗,✗,✗
bfd_new_bfd,objalloc_free,High-High,✓,✗,✗,✗
bfd_new_link_order,bfd_zalloc,High-High,✓,✗,✗,✗
bfd_nocore_core_file_failing_command,bfd_set_error,High-High,✓,✗,✗,✗
bfd_nocore_core_file_failing_signal,bfd_set_error,High-High,✓,✗,✗,✗
bfd_nocore_core_file_matches_executable_p,bfd_set_error,High-High,✓,✗,✗,✗
bfd_nocore_core_file_pid,bfd_set_error,High-High,✓,✗,✗,✗
bfd_nonfatal,bfd_errmsg,High-High,✓,✓,✓,✓
bfd_nonfatal,bfd_get_error,High-High,✓,✓,✓,✓
bfd_nonfatal,dcgettext,High-High,✗,✓,✓,✓
bfd_nonfatal,fflush,High-High,✗,✗,✓,✓
bfd_nonfatal,fprintf_chk,High-High,✗,✓,✗,✗
bfd_nonfatal,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_nonfatal,imp.fflush,High-High,✓,✗,✗,✗
bfd_nonfatal_message,bfd_errmsg,High-High,✓,✗,✗,✗
bfd_nonfatal_message,bfd_get_archive_filename,High-High,✓,✗,✗,✗
bfd_nonfatal_message,bfd_get_error,High-High,✓,✗,✗,✗
bfd_nonfatal_message,imp.__fprintf_chk,High-High,✓,✗,✗,✗
bfd_nonfatal_message,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_nonfatal_message,imp.__vfprintf_chk,High-High,✓,✗,✗,✗
bfd_nonfatal_message,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_nonfatal_message,imp.fflush,High-High,✓,✗,✗,✗
bfd_nonfatal_message,imp.fputs,High-High,✓,✗,✗,✗
bfd_nonfatal_message,imp.fwrite,High-High,✓,✗,✗,✗
bfd_open_file,bfd_lock,High-High,✓,✗,✗,✗
bfd_open_file,bfd_open_file_unlocked,High-High,✓,✗,✗,✗
bfd_open_file,bfd_unlock,High-High,✓,✗,✗,✗
bfd_open_file_unlocked,bfd_cache_init_unlocked,High-High,✓,✗,✗,✗
bfd_open_file_unlocked,bfd_cache_max_open,High-High,✓,✗,✗,✗
bfd_open_file_unlocked,bfd_real_fopen,High-High,✓,✗,✗,✗
bfd_open_file_unlocked,bfd_set_error,High-High,✓,✗,✗,✗
bfd_open_file_unlocked,close_one,High-High,✓,✗,✗,✗
bfd_open_file_unlocked,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_open_file_unlocked,imp.stat,High-High,✓,✗,✗,✗
bfd_open_file_unlocked,unlink_if_ordinary,High-High,✓,✗,✗,✗
bfd_openr_iovec,bfd_delete_bfd,High-High,✓,✗,✗,✗
bfd_openr_iovec,bfd_find_target,High-High,✓,✗,✗,✗
bfd_openr_iovec,bfd_new_bfd,High-High,✓,✗,✗,✗
bfd_openr_iovec,bfd_set_filename,High-High,✓,✗,✗,✗
bfd_openr_iovec,bfd_zalloc,High-High,✓,✗,✗,✗
bfd_openr_next_archived_file,bfd_set_error,High-High,✓,✗,✗,✗
bfd_openstreamr,bfd_cache_init,High-High,✓,✗,✗,✗
bfd_openstreamr,bfd_delete_bfd,High-High,✓,✗,✗,✗
bfd_openstreamr,bfd_find_target,High-High,✓,✗,✗,✗
bfd_openstreamr,bfd_new_bfd,High-High,✓,✗,✗,✗
bfd_openstreamr,bfd_set_filename,High-High,✓,✗,✗,✗
bfd_openw,bfd_delete_bfd,High-High,✓,✗,✗,✗
bfd_openw,bfd_find_target,High-High,✓,✗,✗,✗
bfd_openw,bfd_new_bfd,High-High,✓,✗,✗,✗
bfd_openw,bfd_open_file,High-High,✓,✗,✗,✗
bfd_openw,bfd_set_error,High-High,✓,✗,✗,✗
bfd_openw,bfd_set_filename,High-High,✓,✗,✗,✗
bfd_pe_print_ce_compressed_pdata,bfd_fprintf_vma,High-High,✓,✗,✗,✗
bfd_pe_print_ce_compressed_pdata,bfd_malloc,High-High,✓,✗,✗,✗
bfd_pe_print_ce_compressed_pdata,elf_phdr,High-High,✓,✗,✗,✗
bfd_pe_print_ce_compressed_pdata,imp.__fprintf_chk,High-High,✓,✗,✗,✗
bfd_pe_print_ce_compressed_pdata,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_pe_print_ce_compressed_pdata,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_pe_print_ce_compressed_pdata,imp.fputc,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,bfd_fprintf_vma,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,bfd_malloc,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,bfd_pei_swap_debugdir_in,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,elf_phdr,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,imp.__fprintf_chk,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,imp.ctime,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,imp.fflush,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,imp.fputc,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,imp.fwrite,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,pe_print_debugdata,High-High,✓,✗,✗,✗
bfd_pe_print_private_bfd_data_common,rsrc_print_resource_directory,High-High,✓,✗,✗,✗
bfd_pei_only_swap_filehdr_out,bfd_get_current_time,High-High,✓,✗,✗,✗
bfd_pei_swap_sym_in,bfd_alloc,High-High,✓,✗,✗,✗
bfd_pei_swap_sym_in,bfd_error_handler,High-High,✓,✗,✗,✗
bfd_pei_swap_sym_in,bfd_set_error,High-High,✓,✗,✗,✗
bfd_pei_swap_sym_in,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_pei_swap_sym_in,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_pei_swap_sym_in,imp.memcpy,High-High,✓,✗,✗,✗
bfd_pei_swap_sym_in,imp.strlen,High-High,✓,✗,✗,✗
bfd_pei_swap_sym_out,bfd_sections_find_if,High-High,✓,✗,✗,✗
bfd_pei_write_codeview_record,bfd_getb16,High-High,✓,✗,✗,✗
bfd_pei_write_codeview_record,bfd_getb32,High-High,✓,✗,✗,✗
bfd_pei_write_codeview_record,bfd_malloc,High-High,✓,✗,✗,✗
bfd_pei_write_codeview_record,bfd_putl16,High-High,✓,✗,✗,✗
bfd_pei_write_codeview_record,bfd_putl32,High-High,✓,✗,✗,✗
bfd_pei_write_codeview_record,bfd_seek,High-High,✓,✗,✗,✗
bfd_pei_write_codeview_record,bfd_write,High-High,✓,✗,✗,✗
bfd_pei_write_codeview_record,imp.memcpy,High-High,✓,✗,✗,✗
bfd_pei_write_codeview_record,imp.strlen,High-High,✓,✗,✗,✗
bfd_perror,bfd_errmsg,High-High,✓,✗,✗,✗
bfd_perror,imp.__fprintf_chk,High-High,✓,✗,✗,✗
bfd_perror,imp.fflush,High-High,✓,✗,✗,✗
bfd_pex64_print_ce_compressed_pdata,bfd_fprintf_vma,High-High,✓,✗,✗,✗
bfd_pex64_print_ce_compressed_pdata,bfd_malloc,High-High,✓,✗,✗,✗
bfd_pex64_print_ce_compressed_pdata,elf_phdr,High-High,✓,✗,✗,✗
bfd_pex64_print_ce_compressed_pdata,imp.__fprintf_chk,High-High,✓,✗,✗,✗
bfd_pex64_print_ce_compressed_pdata,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_pex64_print_ce_compressed_pdata,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_pex64_print_ce_compressed_pdata,imp.fputc,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,bfd_fprintf_vma,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,bfd_malloc,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,bfd_pex64i_swap_debugdir_in,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,elf_phdr,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,imp.__fprintf_chk,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,imp.ctime,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,imp.fflush,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,imp.fputc,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,imp.fwrite,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,pe_print_debugdata,High-High,✓,✗,✗,✗
bfd_pex64_print_private_bfd_data_common,rsrc_print_resource_directory,High-High,✓,✗,✗,✗
bfd_pex64i_only_swap_filehdr_out,bfd_get_current_time,High-High,✓,✗,✗,✗
bfd_pex64i_write_codeview_record,bfd_getb16,High-High,✓,✗,✗,✗
bfd_pex64i_write_codeview_record,bfd_getb32,High-High,✓,✗,✗,✗
bfd_pex64i_write_codeview_record,bfd_malloc,High-High,✓,✗,✗,✗
bfd_pex64i_write_codeview_record,bfd_putl16,High-High,✓,✗,✗,✗
bfd_pex64i_write_codeview_record,bfd_putl32,High-High,✓,✗,✗,✗
bfd_pex64i_write_codeview_record,bfd_seek,High-High,✓,✗,✗,✗
bfd_pex64i_write_codeview_record,bfd_write,High-High,✓,✗,✗,✗
bfd_pex64i_write_codeview_record,imp.memcpy,High-High,✓,✗,✗,✗
bfd_pex64i_write_codeview_record,imp.strlen,High-High,✓,✗,✗,✗
bfd_plugin_bfd_print_private_bfd_data,bfd_assert,High-High,✓,✗,✗,✗
bfd_plugin_close_file_descriptor,imp.dup,High-High,✓,✗,✗,✗
bfd_plugin_core_file_failing_command,bfd_assert,High-High,✓,✗,✗,✗
bfd_plugin_core_file_failing_signal,bfd_assert,High-High,✓,✗,✗,✗
bfd_plugin_core_file_pid,bfd_assert,High-High,✓,✗,✗,✗
bfd_plugin_object_p,concat,High-High,✓,✗,✗,✗
bfd_plugin_object_p,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_plugin_object_p,imp.closedir,High-High,✓,✗,✗,✗
bfd_plugin_object_p,imp.opendir,High-High,✓,✗,✗,✗
bfd_plugin_object_p,imp.readdir,High-High,✓,✗,✗,✗
bfd_plugin_object_p,imp.stat,High-High,✓,✗,✗,✗
bfd_plugin_object_p,make_relative_prefix,High-High,✓,✗,✗,✗
bfd_plugin_object_p,try_load_plugin,High-High,✓,✗,✗,✗
bfd_plugin_open_input,bfd_error_handler,High-High,✓,✗,✗,✗
bfd_plugin_open_input,bfd_open_file,High-High,✓,✗,✗,✗
bfd_plugin_open_input,imp.__errno_location,High-High,✓,✗,✗,✗
bfd_plugin_open_input,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_plugin_open_input,imp.close,High-High,✓,✗,✗,✗
bfd_plugin_open_input,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_plugin_open_input,imp.fstat,High-High,✓,✗,✗,✗
bfd_plugin_open_input,imp.getrlimit,High-High,✓,✗,✗,✗
bfd_plugin_open_input,imp.open,High-High,✓,✗,✗,✗
bfd_plugin_open_input,imp.setrlimit,High-High,✓,✗,✗,✗
bfd_print_error,bfd_doprnt,High-High,✓,✗,✗,✗
bfd_print_error,bfd_doprnt_scan,High-High,✓,✗,✗,✗
bfd_print_error,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_print_symbol_vandf,bfd_fprintf_vma,High-High,✓,✗,✗,✗
bfd_print_symbol_vandf,imp.__fprintf_chk,High-High,✓,✗,✗,✗
bfd_ptr_bfd_null_error,bfd_set_error,High-High,✓,✗,✗,✗
bfd_put_bits,bfd_abort,High-High,✓,✗,✗,✗
bfd_read,bfd_seek,High-High,✓,✗,✗,✗
bfd_read,bfd_set_error,High-High,✓,✗,✗,✗
bfd_read,rflags,High-High,✓,✗,✗,✗
bfd_real_fopen,imp.fcntl,High-High,✓,✗,✗,✗
bfd_real_fopen,imp.fileno,High-High,✓,✗,✗,✗
bfd_real_fopen,imp.fopen64,High-High,✓,✗,✗,✗
bfd_realloc,bfd_set_error,High-High,✓,✗,✗,✗
bfd_realloc,imp.malloc,High-High,✓,✗,✗,✗
bfd_realloc,imp.realloc,High-High,✓,✗,✗,✗
bfd_realloc_or_free,bfd_set_error,High-High,✓,✗,✗,✗
bfd_realloc_or_free,imp.malloc,High-High,✓,✗,✗,✗
bfd_realloc_or_free,imp.realloc,High-High,✓,✗,✗,✗
bfd_record_phdr,bfd_octets_per_byte,High-High,✓,✗,✗,✗
bfd_record_phdr,bfd_zalloc,High-High,✓,✗,✗,✗
bfd_record_phdr,imp.memcpy,High-High,✓,✗,✗,✗
bfd_section_already_linked_table_insert,bfd_hash_allocate,High-High,✓,✗,✗,✗
bfd_section_init,bfd_lock,High-High,✓,✗,✗,✗
bfd_section_init,bfd_unlock,High-High,✓,✗,✗,✗
bfd_seek,bfd_assert,High-High,✓,✗,✗,✗
bfd_seek,bfd_set_error,High-High,✓,✗,✗,✗
bfd_seek,imp.__errno_location,High-High,✓,✗,✗,✗
bfd_set_error,bfd_abort,High-High,✓,✗,✓,✓
bfd_set_error,bfd_asprintf,High-High,✗,✗,✗,✓
bfd_set_error,bfd_doprnt_scan,High-High,✗,✗,✗,✓
bfd_set_error,bfd_errmsg,High-High,✗,✗,✗,✓
bfd_set_error,dcgettext,High-High,✗,✗,✗,✓
bfd_set_error,err_sprintf,High-High,✗,✗,✗,✓
bfd_set_error,fcntl,High-High,✗,✗,✗,✓
bfd_set_error,fileno,High-High,✗,✗,✗,✓
bfd_set_error,find_target,High-High,✗,✗,✗,✓
bfd_set_error,free,High-High,✗,✗,✗,✓
bfd_set_error,sprintf_chk,High-High,✗,✗,✗,✓
bfd_set_error,stack_chk_fail,High-High,✗,✗,✗,✓
bfd_set_error,strchr,High-High,✗,✗,✗,✓
bfd_set_error,strcmp,High-High,✗,✗,✗,✓
bfd_set_filename,bfd_alloc,High-High,✓,✗,✗,✗
bfd_set_filename,bfd_set_error,High-High,✓,✗,✗,✗
bfd_set_filename,imp.memcpy,High-High,✓,✗,✗,✗
bfd_set_filename,imp.strlen,High-High,✓,✗,✗,✗
bfd_set_format,bfd_set_error,High-High,✓,✗,✗,✗
bfd_set_gp_value,bfd_abort,High-High,✓,✗,✗,✗
bfd_set_input_error,bfd_abort,High-High,✓,✗,✗,✗
bfd_set_input_error,bfd_asprintf,High-High,✓,✗,✗,✗
bfd_set_input_error,bfd_errmsg,High-High,✓,✗,✗,✗
bfd_set_input_error,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_set_lto_type,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_set_lto_type,imp.strcmp,High-High,✓,✗,✗,✗
bfd_set_lto_type,imp.strncmp,High-High,✓,✗,✗,✗
bfd_set_section_size,bfd_set_error,High-High,✓,✗,✗,✗
bfd_set_symtab,bfd_set_error,High-High,✓,✗,✗,✗
bfd_slurp_armap,bfd_alloc,High-High,✓,✗,✗,✗
bfd_slurp_armap,bfd_get_file_size,High-High,✓,✗,✗,✗
bfd_slurp_armap,bfd_getb32,High-High,✓,✗,✗,✗
bfd_slurp_armap,bfd_malloc,High-High,✓,✗,✗,✗
bfd_slurp_armap,bfd_read,High-High,✓,✗,✗,✗
bfd_slurp_armap,bfd_release,High-High,✓,✗,✗,✗
bfd_slurp_armap,bfd_seek,High-High,✓,✗,✗,✗
bfd_slurp_armap,bfd_set_error,High-High,✓,✗,✗,✗
bfd_slurp_armap,bfd_tell,High-High,✓,✗,✗,✗
bfd_slurp_armap,do_slurp_bsd_armap,High-High,✓,✗,✗,✗
bfd_slurp_armap,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_slurp_armap,imp.strlen,High-High,✓,✗,✗,✗
bfd_slurp_armap,imp.strncmp,High-High,✓,✗,✗,✗
bfd_stat,bfd_set_error,High-High,✓,✗,✗,✗
bfd_stringtab_add,bfd_hash_allocate,High-High,✓,✗,✗,✗
bfd_stringtab_add,bfd_hash_lookup,High-High,✓,✗,✗,✗
bfd_stringtab_add,imp.memcpy,High-High,✓,✗,✗,✗
bfd_stringtab_add,imp.strlen,High-High,✓,✗,✗,✗
bfd_stringtab_emit,bfd_write,High-High,✓,✗,✗,✗
bfd_stringtab_emit,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_stringtab_emit,imp.strlen,High-High,✓,✗,✗,✗
bfd_stringtab_free,objalloc_free,High-High,✓,✗,✗,✗
bfd_stringtab_init,bfd_hash_table_init_n,High-High,✓,✗,✗,✗
bfd_stringtab_init,bfd_malloc,High-High,✓,✗,✗,✗
bfd_symbol_info,bfd_decode_symclass,High-High,✓,✗,✗,✗
bfd_symbol_info,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_target_list,bfd_malloc,High-High,✓,✗,✓,✓
bfd_tell,bfd_error,High-High,✓,✗,✗,✗
bfd_write,bfd_seek,High-High,✓,✗,✗,✗
bfd_write,bfd_set_error,High-High,✓,✗,✗,✗
bfd_write,imp.__errno_location,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_ar_sizepad,High-High,✓,✗,✗,✗
